id,title,filename,system,content_len,domain_term_count,dtc_count,metadata_key_count,embedding_norm,pca_1,pca_2,pca_radius
ed371469-16fb-4e32-be4f-d87e7b1a8634,驱动电机与MCU_维修诊断手册.pdf,驱动电机与MCU_维修诊断手册.pdf,BMS/电池,900,9,3,9,0.9999999637940188,-0.06412205151353675,0.19971295075449125,0.20975438062021615
48a77f1b-1769-421e-998a-5c839e2f78a3,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,BMS/电池,219,7,0,7,1.0000000172070305,-0.21336206182002654,0.08012294944826527,0.227910193831654
a1730298-1671-4ad8-9327-905f9d60f848,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,快充/慢充,900,12,2,9,1.0000000575136612,-0.3779472752909778,0.0993584707230104,0.3907892636758199
4ac0b4a9-48d8-4acc-81a2-7cc060f266c3,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,快充/慢充,900,11,5,8,1.0000000516146077,-0.2071361143873139,0.052283101210806614,0.21363261117089274
9486d5c5-9281-4181-b3ff-97985e7c4033,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,快充/慢充,900,12,2,9,1.0000000023894189,-0.19638892696332289,-0.017192898697017726,0.19714006797049474
ed7061ae-dcc4-45e9-ba15-ac7cba56cf83,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,快充/慢充,900,11,2,9,0.9999999967040561,-0.23934325823019495,-0.009571251612600116,0.23953455725151118
5966eed2-733c-433e-a4c5-5621e51fbdab,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,快充/慢充,900,10,2,8,1.000000035419069,-0.1911441239356666,0.0031379731874908337,0.19116987992583687
4144529f-4e06-49f5-bb54-a8cc365b1eef,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,快充/慢充,900,8,4,9,1.0000000562961728,-0.35467212863331593,0.019678169865299872,0.3552176082326649
08321f7b-8d96-4663-8366-4046f715d7d4,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,快充/慢充,900,10,5,8,0.9999999827990436,-0.15054693300246752,-0.014575171220587848,0.15125083355988123
79cf990e-d3df-4178-a26a-be43e25a9e0f,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,快充/慢充,900,9,2,9,0.9999999826161299,-0.18131962511815772,-0.09921063675530428,0.20668709901293353
42e783a9-1afd-4823-8e11-91e32df0eb9a,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,快充/慢充,900,9,2,9,0.9999999395626789,-0.12444294577421613,-0.18281612854220397,0.22115104252099774
5fa4cef4-d883-44cd-acfb-c0e385c1160a,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,快充/慢充,900,10,3,8,1.0000000136015692,-0.11996143147497576,-0.14520573654102975,0.18834927917554728
2941114b-8df3-4289-bd9f-6da09b82c726,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,快充/慢充,508,10,3,8,1.0000000060609657,-0.09245403749515853,-0.049096885750708044,0.10468167575834014
